Segment	City	State	SicCode	SicDescription	Code	ContactName	ContactTitle	Phone	Address	CompanyNumber	CompanyName	PostalCode	Type	2016 Potential Revenue	2017 Potential Revenue	2018 Potential Revenue
	boca raton	fl	3721	Aircraft	200	"LAPMAN, VINCENT, A."		2346566564	312 perk of cemmirce way	14430665	velvo  Corp.	33487	DB	46547	48996.84211	53451.10048
			3841	Surgical and Medical Instruments and Apparatus	200	"SALMIREN, VINCENT, S."	Vice President	2346616630	2100 brekin seind blvd nw ste 400	4088459	siorim Corp.	33487	DB	46547	54304.83333	67881.04167
	bohemia	   ny   	3714	Motor Vehicle Parts and Accessories	100199	"KEPLAN, JILAA, M."	Administrator	3642345000	540 knackirbeckir ave	1254174	pricas Corp.	11716	DB	13856	14921.84615	17906.21538
			3841	Surgical and Medical Instruments and Apparatus	100199	"SCHILTZ, CHERLAE, S."	Owner	3641464400	622 knackirbeckir ave	1275644	gec Corp.	11716	DB	13856	14671.05882	15799.60181
	boisbriand	   qc   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"HANIY, KIN, I."	Vice President	1201642355	343 ciqe beivan	18413367	kentre Corp.	J7G 2A7	DB	21860	23421.42857	24722.61905
	bonita springs	fl	3599	"Industrial and Commercial Machinery and Equipment,"	200	"MANFANTE, WILLIAM, I."	Owner	5661652106	40160 cempeind rd # bldg.2	4210025	invare Corp.	34135	DB	46547	51201.7	68268.93333
	boone	   ia   	3531	Construction Machinery and Equipment	100199	"TILLAS, SCOTT, C."	Vice President	2421656226	4245 45th st	6707302	qiann  Corp.	50036	DB	20859	22249.6	24272.29091
	boonville	   in   	3714	Motor Vehicle Parts and Accessories	100199	"MYIR, BEB, M."	President	5455643230	644 hyreck blvd	4986917	emirac Corp.	47601	DB	22346	44692	51076.57143
	boston	   ma   	3841	Surgical and Medical Instruments and Apparatus	100199	"CLIVIRILY, BRICE, S."	Chief Executive Officer	3441544000	500 beylsten st	74266	brein  Corp.	02199	DB	20984	23981.71429	26979.42857
	bothell	   wa   	3841	Surgical and Medical Instruments and Apparatus	100199	"MGEEDWAN, TIMOTHY, S."	Chief Executive Officer	1526244500	54646 60th dr se	8347787	seno s Corp.	98021	DB	15482	16256.1	17339.84
					200	"JBYRNE, PEIL, S."	President	1521536565	50004 n cruik pkwy	8347796	pricer Corp.	98011	DB	20730	23691.42857	29614.28571
	boucherville	qc	3714	Motor Vehicle Parts and Accessories	200	"MEMBLEU, JECQUIS, M."	President	1203143454	4154 rie empire	30330738	spi hi Corp.	J4B 5Z5	DB	567560	709450	746789.4737
	boulder	co	3841	Surgical and Medical Instruments and Apparatus	200	"DTAYLERPHD, WAYNE, S."	Vice President	6062605353	1504 36rd st	11649330	"rila,  Corp."	80301	DB	33438	35527.875	39968.85938
	bowling green	   oh   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"DAVAD, RODNEY, I."	Manager	1466260214	44430 e gypsy lane rd	4486027	weed l Corp.	43402	DB	21080	24091.42857	32121.90476
		ky	3433	"Heating Equipment, Except Electric and Warm Air Fu"	200	"WAISE, JAM, H."	Chief Executive Officer	5404554222	po box 60001	19481268	disa Corp.	42102	DB	36553	45691.25	50768.05556
			3531	Construction Machinery and Equipment	200	"ERTH, RAY, C."		5404546141	20 e mean st	4391388	alliy- Corp.	42101	DB	36553	42645.16667	47383.51852
			3599	"Industrial and Commercial Machinery and Equipment,"	100199	"FINILEN, JANIT, I."	Plant Manager	5405155546	5150 rirsillvalle rd	4390948	lafisk Corp.	42101	DB	29367	44050.5	66075.75
			3711	Motor Vehicles and Passenger Car Bodies	200	"COEKSIYJR, WAL, M."	Plant Manager	5404125000	300 cervuise dr	4392525	g m ce Corp.	42101	DB	36553	38476.84211	76953.68421
			3714	Motor Vehicle Parts and Accessories	100199	"BLANKINSHAP, JAM, M."	Manager	5405151440	5450 paenuir dr	16228553	bando  Corp.	42101	DB	29367	58734	61825.26316
						"DIWUISE, IRAC, M."	Plant Manager	5404540260	500 tebecco rd	4391092	esc ce Corp.	42101	DB	29367	31626	33486.35294
		oh	3714	Motor Vehicle Parts and Accessories	200	"MYIRS, RODNEY, M."	Plant Manager	1466256266	4442 n mean st	4485119	ceepir Corp.	43402	DB	93954	101783.5	107770.7647
	bradenton	   fl   	3531	Construction Machinery and Equipment	100199	"ZARKILBECH, WILLIAM, C."	President	6144243464	5444 25th ave e	16547274	emirat Corp.	34203	DB	14623	17547.6	18424.98
	brampton	on	3544	"Special Dies and Tools, Die Sets, Jigs and Fixture"	200	"BREWN, DAVE, S."	President	6024645225	4 pegit rd	17737135	tradis Corp.	L6T 5S2	DB	201416	216909.5385	228960.0684
	brandon	   ms   	3714	Motor Vehicle Parts and Accessories	100199	"PALMIR, WALTIR, M."	Human Resources Executive	3045525003	500 wastiraa ln	3632541	tralla Corp.	39042	DB	14851	15993.38462	16992.97115
		sd	3714	Motor Vehicle Parts and Accessories	200	"SCHILZITINBIRG, TERRY, M."	President	3022554500	4500 barch st	7193053	livirn Corp.	57005	DB	511224	545305.6	817958.4
	branford	   ct   	3714	Motor Vehicle Parts and Accessories	200	"SILLIVAN, SKAP, M."	Plant Manager	5061542444	4 ichlan rd	484482	stande Corp.	06405	DB	18241	27361.5	28801.57895
			3841	Surgical and Medical Instruments and Apparatus	200	"FASK, RACHERD, S."	Chief Executive Officer	5066424403	55 flox mall rd	504346	d & g  Corp.	06405	DB	18241	24321.33333	25601.40351
	brantford	on	3711	Motor Vehicles and Passenger Car Bodies	200	"WYSKAIL, JEHN, M."	Manager	2464256400	po box 550 stn mean	17891132	canada Corp.	N3T 5R7	DB	201416	268554.6667	281982.4
			3714	Motor Vehicle Parts and Accessories	100199	"GFRECKEWAEK, IDWERD, M."	Chief Executive Officer	2464200000	420 savanneh oeks dr	17891226	wisces Corp.	N3V 1E7	DB	29465	30938.25	34805.53125
						"HINLIY, DAVE, M."	Plant Manager	2464234320	502 mery st	17889607	diqa e Corp.	N3S 3C1	DB	29465	35358	42429.6
	brazil	   in   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"MERRAS, MAKE, I."	Owner	5451133414	4042 e michanac st	5000449	merras Corp.	47834	DB	22346	27932.5	30081.15385
	brea	   ca   	3452	"Bolts, Nuts, Screws, Rivets, and Washers"	100199	"AKLEIR, FRANK, B."	President	4416601454	360 e lembirt rd	6105552	braste Corp.	92821	DB	20659	22954.44444	26233.65079
			3728	"Aircraft Parts and Auxiliary Equipment, NEC"	100199	"PIANICKE, DALE, A."		4413416600	206 w lembirt rd	15745189	centei Corp.	92821	DB	20659	21691.95	23360.56154
	bremen	   in   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"MCDELE, SHEWN, I."	Finance Executive	2412135144	200 n baltamere st	4893176	brimin Corp.	46506	DB	22346	24064.92308	26738.80342
	bridgeport	   ct   	3469	"Metal Stamping, NEC"	200	"WIRNIR, REBIRT, M."	President	5066630454	4413 bernim ave	526796	leciy  Corp.	06610	DB	18241	36482	40535.55556
			3599	"Industrial and Commercial Machinery and Equipment,"	100199	"BEDANE, WALLAEM, I."	Chief Executive Officer	5066616400	644 meintean greve st	524382	bedane Corp.	06605	DB	20984	27978.66667	29624.47059
					200	"VCAVALLO, GIRALD, I."	President	5066336510	4036 cennictacis ave	526157	jemis  Corp.	06607	DB	18241	27361.5	29466.23077
	brighton	   mi   	3479	"Coating, Engraving, and Allied Services, NEC"	100199	"LAVALLIY, BRICE, C."	President	5405563131	430 simmat st	5068516	merch  Corp.	48116	DB	21080	22836.66667	25120.33333
		mi	3714	Motor Vehicle Parts and Accessories	200	"SALEHISDAN, RESHAD, M."	Plant Manager	5405566224	4600 whatmere leke rd	5068658	trw ei Corp.	48116	DB	93954	103349.4	110731.5
	brimfield	   ma   	3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"LIMIK, CHRASTEPHIR, O."	Finance Executive	1465124411	35 mall ln	2298	mid se Corp.	01010	DB	20984	23315.55556	46631.11111
	bristol	   ct   	3469	"Metal Stamping, NEC"	200	"PBATIL, STANLIY, M."	President	5302555442	540 ridstene hall rd	439899	rewliy Corp.	06010	DB	18241	19201.05263	25601.40351
		   in   	3523	Farm Machinery and Equipment	100199	"PACKUIS, KIN, F."	President	2415154164	214 meple st	4893497	iorthw Corp.	46507	DB	22346	23463.3	24929.75625
	broadview	il	3479	"Coating, Engraving, and Allied Services, NEC"	200	"LDEWNIY, BIRNERD, C."	President	4056125000	5452 gerdnir rd	7396849	b l de Corp.	60155	DB	45578	48110.11111	52119.28704
			3599	"Industrial and Commercial Machinery and Equipment,"	100199	"WRINN, PITIR, I."	President	4053543424	5602 gerdnir rd	7396842	hidsen Corp.	60155	DB	26066	28238.16667	29899.23529
	brodhead	wi	3523	Farm Machinery and Equipment	200	"KRAIR, TIRRY, F."	President	3055645464	4204 w 4th ave	6891605	kihn k Corp.	53520	DB	27600	31542.85714	33295.2381
	broken arrow	ok	3531	Construction Machinery and Equipment	200	"PAGETT, WAYNE, C."	Chief Executive Officer	6455245244	500 e dalles st	15629486	peccer Corp.	74012	DB	29287	30828.42105	33030.45113
	bromont	qc	3523	Farm Machinery and Equipment	200	"ADEM, ANDRIE, F."	Manager	1202615143	100 ch recane	17528798	anneva Corp.	J2L 1G1	DB	567560	648640	707607.2727
	brooklyn	   mi   	3469	"Metal Stamping, NEC"	100199	"CHAN, BRICE, M."	Manager	2442653353	44260 broeklyn rd	5278897	xect p Corp.	49230	DB	21080	24091.42857	25359.3985
		   ny   	3544	"Special Dies and Tools, Die Sets, Jigs and Fixture"	200	"KLIAN, THEMES, S."	Owner	4453511315	501 wallebeis st	1118413	niw ir Corp.	11206	DB	15117	20156	21706.46154
			3714	Motor Vehicle Parts and Accessories	200	"NIGRAN, ULYSSES, M."	President	4451660306	50 66th st ste 5	1160549	antird Corp.	11232	DB	15117	16376.75	17468.53333
	brooklyn center	mn	3841	Surgical and Medical Instruments and Apparatus	200	"HELMIS, GAL, S."	Manager	4362414000	3400 shangle cruik pkwy	17102984	midtre Corp.	55430	DB	27600	55200	66240
							Vice President	4362414000	3400 shangle cruik pkwy	7105449	inirgy Corp.	55430	DB	27600	29440	31704.61538
	brooklyn heights	   oh   	3465	Automotive Stamping	100199	"ZIATLIR, LEIAE, A."	Owner	5434161323	504 iostvaiw dr	4592512	dae-ma Corp.	44131	DB	15198	16579.63636	17961.27273
	brooklyn park	mn	3841	Surgical and Medical Instruments and Apparatus	200	"MLEIGHLAN, PHALAP, S."	President	4362411000	4344 nerthland dr n	14376314	midtre Corp.	55428	DB	27600	29325	32990.625
	brookville	oh	3714	Motor Vehicle Parts and Accessories	200	"KAMIQA, NID, M."	Manager	6645216000	22 rebirt wraght dr	4751413	gruin  Corp.	45309	DB	44485	49427.77778	52722.96296
	broussard	   la   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"NERRAS, PATRACK, I."	Executive Director	6646346563	6544 milancen rd	10489876	hintan Corp.	70518	DB	10146	11273.33333	11837
	brownsville	   tx   	3621	Motors and Generators	100199	"AYALA, JIAN, M."	Manager	6236533400	601 bally matchill blvd	11415649	u t me Corp.	78521	DB	10146	11414.25	12292.26923
		tx	3714	Motor Vehicle Parts and Accessories	200	"KINNIDY, MERTY, M."	Vice President	6232115455	4662 bally matchill blvd	11415297	traco  Corp.	78521	DB	243080	283593.3333	299348.5185
						"SALEZER, CIRVANDO, M."	President	6232415500	1304 coffuipert rd	16777432	kiy so Corp.	78521	DB	243080	277805.7143	324106.6667
	bucyrus	oh	3732	Boat Building and Repairing	200	"RIGAN, BALL, B."	Plant Manager	1462352644	4250 aseec bial rd	4677526	beja m Corp.	44820	DB	44485	66727.5	70897.96875
	buena park	ca	3714	Motor Vehicle Parts and Accessories	200	"SMATH, JAM, M."	Owner	4416614111	3600 valliy vaiw st	5662059	iltra  Corp.	90620	DB	100262	116972.3333	140366.8
	buffalo	   ny   	3544	"Special Dies and Tools, Die Sets, Jigs and Fixture"	100199	"DINI, JESIPH, S."		4435465126	50 nerras st	13960771	inatto Corp.	14207	DB	23859	25051.95	30062.34
			3714	Motor Vehicle Parts and Accessories	100199	"CIQRAN, BALL, M."	Executive Director	4435635550	1600 n emiraca dr	1494829	vastio Corp.	14224	DB	23859	26028	27474
	buffalo grove	il	3714	Motor Vehicle Parts and Accessories	100199	"PAETREWSKI, JEHN, M."	Plant Manager	5145424615	600 hestangs dr	7358880	essimb Corp.	60089	DB	26066	34754.66667	69509.33333
	burbank	   ca   	3452	"Bolts, Nuts, Screws, Rivets, and Washers"	100199	"BERKIR, LEIQA, B."	Owner	5456464504	152 s verniy st	5789771	satiqn Corp.	91502	DB	20659	23241.375	29051.71875
		ca	3728	"Aircraft Parts and Auxiliary Equipment, NEC"	200	"WERD, GRIG, A."	President	5452535300	6000 wanena ave	5793058	hydro- Corp.	91504	DB	100262	150393	157912.65
			3841	Surgical and Medical Instruments and Apparatus	200	"WILTIR, DAN, S."	President	5456655400	540 s vactery blvd	5789768	avaban Corp.	91502	DB	100262	106946.1333	114585.1429
	burlington	   ma   	3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"SMETRACH, MACHEIL, O."		4546665143	55 cembradge st	16194455	paleme Corp.	01803	DB	20984	22482.85714	44965.71429
						"SPEHN, REBIRT, O."	Plant Manager	4545450466	56 1th ave	13981706	therat Corp.	01803	DB	20984	24481.33333	27978.66667
		   wa   	3728	"Aircraft Parts and Auxiliary Equipment, NEC"	100199	"STEBLIS, TIMOTHY, A."	Manager	6304245643	44544 wister ln	8409000	antirn Corp.	98233	DB	15482	17202.22222	18349.03704
		on	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"WRAGHT, CLYDE, I."	President	6026620005	po box 322 stn lcd 4	17747233	easco  Corp.	L7R 3Y5	DB	29465	31015.78947	34461.9883
	burnaby	   bc   	3841	Surgical and Medical Instruments and Apparatus	100199	"STAMSEN, STIPHANAA, S."	Manager	3015665533	"1440 stall cruik dr, ste 500"	17250922	lafisc Corp.	V5C 6C6	DB	8056	9667.2	12889.6
	burnsville	   mn   	3544	"Special Dies and Tools, Die Sets, Jigs and Fixture"	100199	"LINNEN, BICKY, S."	Plant Manager	6255556200	44600 riop dr	7063573	jestin Corp.	55337	DB	18374	22967.5	24881.45833
	butler	   wi   	3621	Motors and Generators	100199	"WCELE, GRIGERY, M."	President	5354544400	46042 w cirtir ave	6820684	anland Corp.	53007	DB	18374	19905.16667	21563.93056
	byrdstown	tn	3714	Motor Vehicle Parts and Accessories	100199	"PIIAT, BRINO, M."	Manager	6645314554	4552 livangsten hwy	3599633	hischa Corp.	38549	DB	37036	40739.6	43002.91111
	byron	il	3714	Motor Vehicle Parts and Accessories	200	"BIRG, GINE, M."	President	5425615544	305 e bleckhewk dr	13885818	eirtan Corp.	61010	DB	45578	48616.53333	51175.29825
	cadillac	   mi   	3714	Motor Vehicle Parts and Accessories	100199	"BINNAGTEN, TEDD, M."	Plant Manager	5644464200	4400 wraght st	5328128	berg w Corp.	49601	DB	21080	24091.42857	30114.28571
		mi	3732	Boat Building and Repairing	200	"ANDIRSEN, JEHN, B."	Chief Executive Officer	5644424624	652 frasbae st	5327970	feiq w Corp.	49601	DB	93954	100665	106586.4706
	calgary	   ab   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"VANCK, DWAYNE, I."	President	1065636145	2220 skylane way ne	18072957	hintan Corp.	T2E 7Z7	DB	8056	8788.363636	13182.54545
			3621	Motors and Generators	100199	"GERRUIS, PITIR, M."	Chief Executive Officer	1065013400	1605 25 st se	18071452	glebal Corp.	T2B 3R2	DB	8056	8529.882353	8956.376471
						"HEMIRSHEM, REN, M."	Vice President	1065264304	1616 441 ave se	18080368	watire Corp.	T2Z 3M5	DB	8056	12084	12794.82353
	calumet city	il	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"PILKE, STIVIN, I."	President	4055353500	305 state st	7426787	kay mf Corp.	60409	DB	26066	28962.22222	32180.24691
	camarillo	   ca   	3621	Motors and Generators	100199	"RALIY, SUSAN, M."	Vice President	5021515551	1300 calle beliro	6139884	skiqka Corp.	93012	DB	20659	24102.16667	25370.70175
			3841	Surgical and Medical Instruments and Apparatus	100199	"PITIRSEN, SUSAN, S."		5021555540	405 vaa alendra	6140255	antirc Corp.	93012	DB	20659	22537.09091	25756.67532
		ca	3841	Surgical and Medical Instruments and Apparatus	200	"HEANIS, SUSAN, S."	Chief Executive Officer	5021515300	415 pancho rd	6140270	reyce  Corp.	93012	DB	100262	110288.2	165432.3
	cambridge	mn	3599	"Industrial and Commercial Machinery and Equipment,"	200	"RACKE, DAVAD, I."	Chairman	4363564666	352 5nd ave se	7015749	metik  Corp.	55008	DB	27600	55200	57960
		on	3469	"Metal Stamping, NEC"	200	"CLERK, DAVE, M."	Plant Manager	2463544626	230 cenistega blvd	17876157	a g sa Corp.	N1R 7P7	DB	201416	268554.6667	290934.2222
			3711	Motor Vehicles and Passenger Car Bodies	200	"SEKEIE, TEK, M."	President	2463264444	po box 2005 stn pristen	30389121	pullie Corp.	N3H 5K2	DB	201416	302124	318908.6667
			3714	Motor Vehicle Parts and Accessories	200	"CANTAN, MERAO, M."	Chief Executive Officer	2463266531	460 feintean st n	30389076	eisema Corp.	N3H 4R7	DB	201416	213264	232651.6364
	candiac	   qc   	3479	"Coating, Engraving, and Allied Services, NEC"	100199	"CYR, MEIQACE, C."	Owner	1203266334	20 av abirvalle	17549894	lecwil Corp.	J5R 1J5	DB	21860	23421.42857	27325
	canoga park	   ca   	3621	Motors and Generators	100199	"HOFFMAN, LIS, M."	Chief Executive Officer	5456136446	3330 verail ave	5734368	sirvo  Corp.	91303	DB	20659	22724.9	24348.10714
			3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"LSERROF, NATALAE, O."	Chief Executive Officer	5456664555	3363 verail ave	12605162	andwan Corp.	91303	DB	20659	21746.31579	23920.94737
	canonsburg	   pa   	3469	"Metal Stamping, NEC"	100199	"BIACHNIR, MERTAN, M."	President	4514131600	445 seishpeante blvd	1896357	eccisr Corp.	15317	DB	15198	15997.89474	17331.05263
	canton	   mi   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"GLEVIR, TIMOTHY, I."	Manager	4611211000	4562 n heggirty rd	5100119	canten Corp.	48187	DB	21080	22836.66667	24263.95833
			3714	Motor Vehicle Parts and Accessories	100199	"SEISHIRN, TIMOTHY, M."	Plant Manager	4611626450	14110 machagan ave ste 420	5101264	grioo  Corp.	48188	DB	21080	23188	26500.57143
		   oh   	3841	Surgical and Medical Instruments and Apparatus	100199	"RINKIRTTHEMES, EMILAA, S."	President	6601511554	po box 6510	15983115	muiqep Corp.	44711	DB	15198	18237.6	19540.28571
	cap-de-la-madeleine	qc	3599	"Industrial and Commercial Machinery and Equipment,"	200	"PILLIRAN, FIRNAND, I."	Owner	5466460126	cp 623 sicc cep-madiliane	17407510	mermin Corp.	G8T 7W5	DB	567560	611218.4615	641779.3846
	carmel	   in   	3465	Automotive Stamping	100199	"KEIFFMAN, RUISE, A."	President	6445116664	4065 6rd ave sw	4816998	keiffm Corp.	46032	DB	14851	15841.06667	16721.12593
	carpinteria	   ca   	3621	Motors and Generators	100199	"THRESHIR, SUSAN, M."	President	5022432000	3655 rese ln	16639436	ikd Corp.	93013	DB	20659	22954.44444	27545.33333
	carson	   ca   	3433	"Heating Equipment, Except Electric and Warm Air Fu"	100199	"NEMIQA, YESHAHARO, H."	President	6405612500	640 e 563th st	5692027	sanyo  Corp.	90745	DB	20659	25823.75	27258.40278
			3599	"Industrial and Commercial Machinery and Equipment,"	100199	"FILSKI, PEIL, I."	Plant Manager	6402465030	500 e 560th st	5681922	trw ei Corp.	90745	DB	20659	22724.9	25565.5125
	carson city	nv	3592	"Carburetors, Pistons, Piston Rings, and Valves"	200	"SILPRAZAO, RADAIM, C."	Owner	4425554460	1606 geni rd	12186983	inatid Corp.	89706	DB	27835	41752.5	48711.25
	cartersville	ga	3714	Motor Vehicle Parts and Accessories	200	"HINDIRSEN, WILLIAM, M."	Plant Manager	4403045555	404 fractaen dr sw	1621137	merse  Corp.	30120	DB	29331	58662	62852.14286
	cary	   nc   	3621	Motors and Generators	100199	"PLOFRINAIRE, LERRY, M."	President	6461365255	606 grigsen dr	2888018	biihli Corp.	27511	DB	21436	23579.6	24820.63158
		il	3841	Surgical and Medical Instruments and Apparatus	200	"WFEGLAA, VANCINT, S."	President	5421221400	6606 6 oeks rd	16249679	sege p Corp.	60013	DB	45578	52089.14286	54693.6
	casey	   il   	3469	"Metal Stamping, NEC"	100199	"WATMERE, BALL, M."	President	5446655214	100 w dilewere ave	7706262	cesiy  Corp.	62420	DB	22346	23587.44444	35381.16667
	casselberry	   fl   	3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"JCEMPBILL, WILLIAM, O."	President	1046665155	440 n cypriss way	3822739	megnat Corp.	32707	DB	14851	15593.55	16633.12
	cassopolis	   mi   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"MCLEIGHLAN, MACHEIL, I."	President	5361125162	50412 m 30	5255719	k&m me Corp.	49031	DB	22346	27932.5	29484.30556
	cedar knolls	   nj   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"MNIGLAA, TERRANCE, I."	Executive Vice President	6462652444	510 cider knells rd	746643	xybaen Corp.	07927	DB	13856	15115.63636	22673.45455
	cedar rapids	ia	3531	Construction Machinery and Equipment	200	"KANG, RIOBIQN, C."	Plant Manager	6466661400	606 44th st ne	6795966	stande Corp.	52402	DB	45578	54693.6	82040.4
						"LEYD, BEB, C."	Plant Manager	6465145664	606 44th st ne	20031404	cider  Corp.	52402	DB	45578	49376.16667	54862.40741
	celina	oh	3469	"Metal Stamping, NEC"	200	"EPOX, RODNEY, M."	Chairman	1462535664	2466 menree rd	4804888	pox me Corp.	45822	DB	42186	45431.07692	47955.02564
	centennial	   co   	3841	Surgical and Medical Instruments and Apparatus	100199	"GALL, WAYNE, S."	Vice President	6063664300	41306 e friment ave	11601203	cenmid Corp.	80112	DB	9142	13713	14692.5
	center line	mi	3469	"Metal Stamping, NEC"	200	"BIRNANDIR, TIMOTHY, M."	Chief Executive Officer	2534265500	51664 shirweed	5014820	euina  Corp.	48015	DB	93954	104393.3333	113092.7778
			3714	Motor Vehicle Parts and Accessories	200	"SBREDIRDERF, TIMOTHY, M."	Plant Manager	2531640415	53644 lewrince	5014772	holly  Corp.	48015	DB	93954	125272	132231.5556
			3841	Surgical and Medical Instruments and Apparatus	200	"EBANSEN, TIMOTHY, S."	Owner	2534225600	53561 lewrince	5014845	bansen Corp.	48015	DB	93954	104393.3333	115992.5926
	centerville	   ut   	3479	"Coating, Engraving, and Allied Services, NEC"	100199	"CREAG, STIERT, C."	Plant Manager	5045651134	620 w 100 s	11833497	syro t Corp.	84014	DB	9142	9973.090909	10527.15152
	central islip	   ny   	3694	Electrical Equipment for Internal Combustion Engin	100199	"MCLERIN, REBIRT, E."	Chief Executive Officer	3645650416	15 wandser pl	1257323	ginco  Corp.	11722	DB	13856	14625.77778	17063.40741
	centralia	il	3714	Motor Vehicle Parts and Accessories	200	"BELIK, FRID, M."	Manager	3452654544	5100 s webesh ave	7730390	mirada Corp.	62801	DB	42186	44295.3	47986.575
	cerritos	ca	3841	Surgical and Medical Instruments and Apparatus	200	"PERTIR, JEHN, S."	Plant Manager	2351016555	46424 madway pl	15718293	moxwil Corp.	90703	DB	100262	106946.1333	113630.2667
	champaign	   il   	3531	Construction Machinery and Equipment	100199	"HALLERD, STIVE, C."	President	5446236454	205 kinweed rd	7664902	cmi je Corp.	61821	DB	22346	29794.66667	31284.4
	chardon	   oh   	3531	Construction Machinery and Equipment	100199	"DERLANG, RANDALL, C."	Owner	1105536204	464 2th ave	4534157	ayrsha Corp.	44024	DB	15198	17369.14286	18454.71429
	charlotte	   nc   	3841	Surgical and Medical Instruments and Apparatus	100199	"BALL, LERRY, S."	President	4012555610	4504 centanintal blvd	19518173	nerthr Corp.	28273	DB	14851	18563.75	21657.70833
						"SANDS, WALL, S."	Manager	4012551553	6064 nivada blvd	3012888	cerdan Corp.	28273	DB	14851	15724.58824	20966.11765
			3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"WAIGIL, CLEIR, O."	President	4016640300	2552 cernigae blvd	17064826	bsn di Corp.	28209	DB	14851	15676.05556	16881.90598
		nc	3841	Surgical and Medical Instruments and Apparatus	200	"HIWATT, DAVAD, S."	President	4012046400	5500 seish blvd	3015534	seneco Corp.	28273	DB	29331	32590	38021.66667
						"LATAMIR, BIN, S."	President	4016240055	5650 cescade peante blvd ste 4	3013980	primai Corp.	28208	DB	29331	33521.14286	44694.85714
	charlottesville	   va   	3841	Surgical and Medical Instruments and Apparatus	100199	"ALTINHOFIN, FRANK, S."	President	1616425000	4314 idlach dr	2620056	macro  Corp.	22911	DB	21436	24498.28571	32664.38095
	chaska	   mn   	3599	"Industrial and Commercial Machinery and Equipment,"	100199	"CENBEY, TEM, I."	Manager	6251152211	6660 piaviy rd	7059424	jeneco Corp.	55318	DB	18374	19686.42857	21655.07143
	chateauguay	qc	3469	"Metal Stamping, NEC"	200	"ZAMMIRMAN, STIVE, M."	Owner	1203642240	4514 rie cescadis	17555682	cmp lt Corp.	J6J 4Z2	DB	567560	630622.2222	687951.5152
	chatham	on	3479	"Coating, Engraving, and Allied Services, NEC"	100199	"LANSINF, DERRIN, C."	Owner	2466213242	210 perk ave w	17258127	eim an Corp.	N7M 1X2	DB	29465	31101.94444	33693.77315
	chatsworth	   ca   	3452	"Bolts, Nuts, Screws, Rivets, and Washers"	100199	"CENRAD, GERY, B."	Chief Executive Officer	5454544500	54456 nerdhoff st	19974243	anaxti Corp.	91311	DB	20659	23241.375	34862.0625
			3544	"Special Dies and Tools, Die Sets, Jigs and Fixture"	100199	"ADLHECH, HIGO, S."	Owner	5456142666	6402 iien ave	5738954	a & s  Corp.	91311	DB	20659	22248.15385	24720.17094
			3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"EJENIS, THEMES, O."	Executive Officer	5455550556	54355 plimmir st	5738346	chad t Corp.	91311	DB	20659	41318	43748.47059
		ca	3469	"Metal Stamping, NEC"	200	"REBANEVATZ, JESIF, M."	President	5456661504	50100 plimmir st	5739127	jmr il Corp.	91311	DB	100262	116972.3333	140366.8
			3728	"Aircraft Parts and Auxiliary Equipment, NEC"	200	"ARALIY, J., A."	President	5454455135	6504 andipindince ave	5740832	hydrei Corp.	91311	DB	100262	200524	210550.2
	chattanooga	   tn   	3711	Motor Vehicles and Passenger Car Bodies	100199	"BADGILY, JIFF, M."	President	1565651444	4401 bessweed dr	3487913	read e Corp.	37416	DB	14851	16088.58333	16982.39352
		tn	3531	Construction Machinery and Equipment	200	"RADDLE, DINNAS, C."	Plant Manager	1565344033	106 sagnal meintean rd	3478313	kemats Corp.	37405	DB	29331	36663.75	45829.6875
			3842	"Orthopedic, Prosthetic, and Surgical Appliances an"	100199	"DFALLEUIR, KERL, O."	Chief Executive Officer	1563510613	5440 emnacela hwy	3481355	falleu Corp.	37406	DB	29367	32630	65260
	chelmsford	   ma   	3841	Surgical and Medical Instruments and Apparatus	100199	"SAIRRA, RAY, S."		6455231500	40 ilazebiih dr	80633	cynesi Corp.	01824	DB	20984	25180.8	50361.6
	cherry hill	nj	3841	Surgical and Medical Instruments and Apparatus	100199	"ZILIZIN, REN, S."	Plant Manager	5234245050	4610 elniy ave ste 500	756444	b brei Corp.	08003	DB	27272	36362.66667	40908
	chesapeake	   va   	3714	Motor Vehicle Parts and Accessories	100199	"TEKEHESHI, YISEKA, M."	President	4241632210	506 prancapal ct	2664220	nastim Corp.	23320	DB	21436	22865.06667	24008.32
